datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_GB_avg,carbon_intensity_exchange_GB_avg,power_net_import_GB-NIR_avg,carbon_intensity_exchange_GB-NIR_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_GB_avg,latest_forecasted_power_net_import_GB-NIR_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2019-01-01T00:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:27:55.963706+00:00,1546300800,IE,314.59,349.37,,211.33,1951,0,0,657.1,0,2608.1,entsoe.eu,55.82,39.11,62.99,37.01,,,,194.5,593,,129,999.5,35,0,132.3,0,17.32,250.39,864.37,0,137.13,1169.29,35.12,1.34,0,0.85,,0,243,139.41,414.1,253.53,3.54,0.97,0,281.15,279.8,0.21,70.28,,3554,241,,,262
2019-01-01T01:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:31:44.838095+00:00,1546304400,IE,297.63,333.52,,208.03,1747,0,0,699.73,0,2446.72,entsoe.eu,50.94,42.85,57.64,42.36,,,,225.5,614,,126,750,31.5,0,151.89,0.01,19.63,281.22,893.6,0,135.02,932.06,31.73,1.57,0,0,,0,315,140.69,384.73,263.17,3.5,0.74,0,281,279.7,0.04,65.18,,3326,314,,,231
2019-01-01T02:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:32:55.936672+00:00,1546308000,IE,282.49,333.73,,192.7,1436,0,0,819.48,0,2255.47,entsoe.eu,47.12,43.25,55.85,44.15,,,,218.5,513,,121,548.5,35,0,217.16,0,27.91,270.24,814.13,0,133.05,755.44,35.35,2.19,0,0,,0,502,133.62,317.48,286.12,3.41,0.44,0,280.87,279.64,0.07,60.91,,3096,499,,,205
2019-01-01T03:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:33:05.629046+00:00,1546311600,IE,274.68,328.22,,192.45,1281,0,0,834.12,0,2115.12,entsoe.eu,45.45,43.58,54.29,45.71,,,,200,461.5,,124,460.5,35,0,231.91,0.01,30.09,250.23,755.6,0,135.7,673.98,35.25,2.37,0,0,,0,536,130.94,298.12,303.04,2.83,-0.29,0,280.68,279.65,0.08,65.16,,2947,530,,,166
2019-01-01T04:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:27:55.963706+00:00,1546315200,IE,288.01,354.07,,196.41,1195,0,0,861.92,0,2056.93,entsoe.eu,47.74,41.02,58.74,41.26,,,,201.5,368.5,,124.5,465.5,35,0,231.34,0,31.37,256.01,673.63,0,138.22,688.64,35.23,2.5,0,0,,0,536,132.05,325.93,302.27,2.26,-0.44,0,280.4,279.4,0.09,65.16,,2910,530,,,128
2019-01-01T05:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:27:56.415400+00:00,1546318800,IE,301.95,378.14,,203.33,1151.5,0,0,889.6,0,2041.1,entsoe.eu,50.46,38.38,63.27,36.73,,,,202,297.5,,125.5,492,34.5,0,227.73,0,32.31,258.8,610.4,0,140.25,734.35,34.72,2.55,0,0,,0,536,141.8,353.6,296.61,1.76,-0.62,0,280.21,279.19,0.09,68.29,,2897,530,,,98
2019-01-01T06:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:31:44.838095+00:00,1546322400,IE,326.76,407.49,,214.29,1196.5,0,0,858.73,0,2055.22,entsoe.eu,54.48,35.25,67.86,32.14,,,,237,258.5,,126,540,35,0,211.13,0,41.95,289.08,541.96,0,140.06,793.44,35.21,2.4,0,0,,0,536,159.31,322.73,305.6,1.28,-0.75,0,280.04,278.95,0.1,63.03,,3005,530,,,75
2019-01-01T07:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:27:56.415400+00:00,1546326000,IE,358.63,445.53,,206.92,1304,0,0,747.02,0,2051.03,entsoe.eu,59.89,29.83,74.08,25.92,,,,293,213,,125,638,35,0,210.82,0,28.18,330.84,439.96,0.08,138.95,860.33,35.16,2.39,0,4.29,,0,517,158.54,230.03,315.67,0.91,-0.76,0,279.86,278.68,0,51.62,,3385,511,,,61
2019-01-01T08:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:31:44.838095+00:00,1546329600,IE,406.25,474.28,327.25,222.67,1375,0,10,505.27,0,1890.28,entsoe.eu,67.48,24.89,78.01,21.99,,,,340,161,,133.5,706,34.5,0,144.3,0,18.82,365.23,294.57,1.18,143.9,874.48,34.65,1.52,0,11.64,,10,360,176.02,145.28,338.24,0.69,-0.73,0,279.75,278.54,0.01,51.63,,3895,357,,,57
2019-01-01T09:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:32:55.936672+00:00,1546333200,IE,422.86,484.42,327.25,234.59,1425,0,27.5,452.02,0,1904.53,entsoe.eu,70.72,22.72,79.62,20.38,,,,343,124.5,,144,778.5,35,0,124.87,0,17.08,356.4,221.76,9.12,153.91,954.14,35.23,1.34,0,30.67,,27.5,377,207.83,75.03,369.07,0.53,-0.67,0,279.63,278.39,0.02,59.96,,4156,374,,,58
2019-01-01T10:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:33:05.629046+00:00,1546336800,IE,444.86,492.1,327.25,275.48,1580,0,29,420.55,0,2029.55,entsoe.eu,75.97,19.33,83,17,,,,342.5,99.5,,145,958.5,34.5,0,95.34,0,15.4,364.34,175.12,16.98,152.8,1141.9,34.68,1.1,0,31.88,,29,293,222.16,127.55,397.95,0.42,-0.62,5.83,280.04,278.77,0.04,67.73,,4393,290,,,65
2019-01-01T11:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:31:44.838095+00:00,1546340400,IE,431.18,493.95,327.25,284.55,1581,0,20,662.67,0,2263.68,entsoe.eu,74.27,19.43,84.1,15.9,,,,336.5,86.5,,148,975,35,0,142.69,0,23.82,376.1,195.24,37.72,159.93,1268.47,35.3,1.49,0,22.91,,20,498,235.34,164.68,433.37,0.31,-0.6,20.83,280.85,279.2,0.04,64.09,,4482,495,,,74
2019-01-01T12:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:31:44.838095+00:00,1546344000,IE,433.71,494.94,327.25,297.39,1642.5,0,26,717.55,0,2386.05,entsoe.eu,74.7,19.11,84.06,15.94,,,,347,77,,163,1015.5,39,1,147.74,0,23.58,394.07,189.2,38.26,175.35,1346.63,39.31,2.57,0,29.35,,26,536,245.14,181.55,451.67,0.2,-0.68,36.67,281.48,279.43,0.05,80,,4515,530,,,79
2019-01-01T13:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:31:44.838095+00:00,1546347600,IE,442.76,499.04,327.25,308.06,1736,0,24.5,704.23,0,2464.72,entsoe.eu,77.09,17.03,85.88,14.12,,,,347,68.5,,155.5,1125,39,1,144.83,0,20.75,394.27,173.24,27.31,168.09,1464.25,39.3,2.54,0,30.15,,24.5,536,261.34,168.22,456.93,0.4,-1.07,154.17,281.95,279.56,0,110.33,,4544,530,,,87
2019-01-01T14:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:27:55.963706+00:00,1546351200,IE,448.1,503.93,327.25,307.69,1780.5,0,24.5,686.8,0,2491.8,entsoe.eu,78.66,15.51,87.31,12.69,,,,346.5,48,,156.5,1190,38.5,1,145.42,0,18.98,385.84,154.17,14.76,168.14,1533,38.81,2.55,0,30.12,,24.5,536,269.17,150.8,444.61,0.19,-1.06,145,281.96,279.61,0.01,100.28,,4495,530,,,90
2019-01-01T15:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:33:05.629046+00:00,1546354800,IE,454.41,508.64,327.25,317.44,1768,0,23,678.55,0,2469.55,entsoe.eu,79.82,14.35,88.25,11.75,,,,346,29.5,,158,1194,39.5,1,144.13,0,22.5,389.24,132.52,2.96,169.85,1539.86,39.81,2.48,0,26.21,,23,536,282.24,142.55,449.79,0.18,-1.29,135,281.46,279.52,0.01,110.33,,4499,530,,,81
2019-01-01T16:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:27:56.415400+00:00,1546358400,IE,455.21,508.8,327.25,329.57,1792,0,143,618.62,0,2553.62,entsoe.eu,77.14,17.85,83.03,16.97,,,,346.5,27,,159,1220,38.5,1,128.01,0,22.88,393.49,110.96,0.07,172.77,1535.47,38.76,2.29,0,148.92,,143,536,309.23,82.62,461.53,-0.28,-1.3,109.17,280.31,278.83,0.01,185,,4588,530,,,83
2019-01-01T17:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:31:44.838095+00:00,1546362000,IE,457.46,503.13,327.25,345.15,2029.5,0,179.5,617.3,0,2826.3,entsoe.eu,76.95,18.84,81.82,18.18,,,,344.5,64,,158,1355.5,106.5,1,118.83,0,20.75,407.42,142.11,0.03,174.7,1658.52,106.81,2.32,0,194.82,,179.5,536,321.02,81.3,504.22,-0.69,-1.26,87.5,279.66,278.33,0.02,270,,5026,530,,,109
2019-01-01T18:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:32:55.936672+00:00,1546365600,IE,452.4,496.67,327.25,333.15,2063.5,0,182,575.05,0,2820.55,entsoe.eu,76.17,19.66,80.65,19.35,,,,344.5,85,,167.5,1349,116.5,1,117.65,0,21.41,392.79,160.03,0,182.05,1636.87,116.77,2.14,0,190.84,,182,536,322.67,39.05,477.02,-1.05,-1.1,75.83,279.38,278.12,0.03,250,,5124,530,,,149
2019-01-01T19:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:27:56.415400+00:00,1546369200,IE,443.52,489.86,327.25,326.14,1942,0,180.5,587.83,0,2710.32,entsoe.eu,74.56,20.91,79.11,20.89,,,,345.5,87,,176,1275,57.5,1,122.84,0,22.6,386.03,166.78,0,187.43,1574.76,57.79,2.17,0,189.93,,180.5,536,313.17,51.83,460.28,-1.32,-0.85,0,279.26,278.02,0,148,,4974,530,,,191
2019-01-01T20:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:31:44.838095+00:00,1546372800,IE,440.02,486.62,327.25,327.18,1835,0,120,637.85,0,2592.85,entsoe.eu,74.88,19.93,80.03,19.97,,,,343.5,95,,175.5,1173,47,1,134.39,0,24.53,384.89,181.14,0,186.08,1507.3,47.31,2.14,0,125.07,,120,536,301.24,101.85,463.71,-1.58,-0.6,0,279.03,277.81,0.01,90,,4743,530,,,232
2019-01-01T21:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:33:05.629046+00:00,1546376400,IE,441.02,486.29,327.25,326.37,1778,0,23.5,678.83,0,2480.32,entsoe.eu,77.02,17.1,83.71,16.29,,,,346.5,108,,162,1122.5,38,1,145.65,0,19.77,390.91,201.99,0,172.89,1478.95,38.33,2.26,0,29.57,,23.5,536,289.23,142.82,465.76,-1.69,-0.31,0,278.57,277.33,0.03,66,,4546,530,,,262
2019-01-01T22:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:32:55.936672+00:00,1546380000,IE,446.46,494.9,327.25,340.47,1600.5,0,18.5,710.77,0,2329.78,entsoe.eu,77.25,16.6,84.37,15.63,,,,339.5,86.5,,148,988,37.5,1,143.3,0,20.23,397.31,184.53,0,157.81,1358.07,42.05,2.41,0,24.07,,18.5,536,293.13,174.78,485.67,-1.75,-0.08,0,278.32,277.06,0.03,89,,4226,530,,,279
2019-01-01T23:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:31:44.838095+00:00,1546383600,IE,444.91,501.42,,322.23,1557.5,0,0,717.5,0,2275,entsoe.eu,77.13,15.32,86.32,13.68,,,,341,77,,136,969,34.5,0,171.7,0,20.92,404.19,181.03,0,146.61,1309.79,39.16,1.61,0,0,,0,536,269.06,181.5,479.23,-1.79,0.14,0,278.14,276.83,0.04,76.09,,3975,530,,,281
2019-01-02T00:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:32:55.936672+00:00,1546387200,IE,448.01,515.54,,314.04,1444.5,0,0,728.05,0,2172.55,entsoe.eu,77.25,14.16,88.23,11.77,,,,337,47.5,,122.5,903,34.5,0,186.67,0,22.27,402.57,151.69,0,133.69,1239.05,34.9,1.71,0,0,,0,536,259.61,192.05,465.94,-1.79,0.32,0,277.94,276.58,0.04,76.2,,3705,530,,,399
2019-01-02T01:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:27:55.963706+00:00,1546390800,IE,449.23,515.55,,329.62,1372.5,0,0,761.08,0,2133.57,entsoe.eu,76.87,14.26,87.25,12.75,,,,339,59.5,,115.5,824,34.5,0,189.38,0,22.28,414.56,155.18,0,126.72,1188.9,34.91,1.63,0,0,,0,536,270.3,225.07,470.88,-1.76,0.47,0,277.74,276.38,0.01,73.66,,3455,530,,,405
2019-01-02T02:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:27:55.963706+00:00,1546394400,IE,441.65,505.21,,337.42,1309,0,0,798.15,0,2107.15,entsoe.eu,74.65,16.07,84.11,15.89,,,,341.5,94,,114,726,33.5,0,195.55,0,23.64,428.05,189.35,0,125.68,1109.26,33.93,1.68,0,0,,0,536,273.53,262.15,468.04,-1.75,0.57,0,277.54,276.21,0.02,71.38,,3246,530,,,401
2019-01-02T03:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:31:44.838095+00:00,1546398000,IE,438.33,504.46,,341.08,1221,0,0,830.35,0,2051.35,entsoe.eu,73.3,16.9,82.68,17.32,,,,339.5,97,,114.5,636,34,0,201.18,0,25.37,433.69,194.92,0,126.29,1033.66,34.46,1.78,0,0,,0,536,273.94,294.35,463.33,-1.57,0.45,0,277.17,275.83,0.01,71.38,,3086,530,,,412
2019-01-02T04:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:31:44.838095+00:00,1546401600,IE,435.01,504.4,,339.16,1172.5,0,0,848.83,0,2021.33,entsoe.eu,72.1,17.63,81.71,18.29,,,,341.5,99.5,,115,582.5,34,0,207.47,0,27.38,440.07,201.51,0,127.55,981.01,34.46,1.87,0,0,,0,536,270.77,312.82,456.33,-1.67,0.55,0,277.02,275.74,0.01,66.98,,3023,530,,,436
2019-01-02T05:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:33:05.629046+00:00,1546405200,IE,438.95,503.14,,343.59,1176,0,0,791.52,0,1967.53,entsoe.eu,72.49,17.85,81.51,18.49,,,,341.5,102.5,,115,583,34,0,190.13,0,29.1,438.76,194.69,0,127.39,951.31,34.42,1.72,0,0,,0,499,276.13,292.52,458.66,-1.73,0.68,0,276.95,275.68,0.01,71.38,,3025,493,,,475
2019-01-02T06:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:32:55.936672+00:00,1546408800,IE,461.29,497.02,,368.05,1332,0,0,510.4,0,1842.4,entsoe.eu,77.27,17.13,82.58,17.42,,,,344,115.5,,116.5,722,34,0,103.16,0,17.82,413.38,174.09,0,123.69,975.04,34.24,0.97,0,0.01,,0,306,304.92,204.4,462.57,-1.75,0.83,0,276.96,275.71,0.02,71.38,,3161,305,,,494
2019-01-02T07:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:27:55.963706+00:00,1546412400,IE,460.23,495.61,327.25,386.9,1473,0,15,683.3,0,2171.3,entsoe.eu,78.91,16.5,83.6,16.4,,,,336.5,116.5,,112.5,873.5,34,0,99.69,0,37.1,403.57,181.42,0,120.11,1274.28,34.22,1.21,0,19.71,,15,495,357.95,188.3,463.01,-1.71,1.02,0,276.94,275.71,0,75,,3474,493,,,472
2019-01-02T08:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:27:55.963706+00:00,1546416000,IE,458.9,491.94,327.25,399.13,1564.5,0,22.5,815.02,0,2402.03,entsoe.eu,78.91,16.22,83.55,16.45,,,,327,115,,123.5,950.5,48.5,0,116.97,0,42.21,426.9,186.06,1.34,134.54,1418.45,48.8,1.18,0,25.57,,22.5,536,353.15,279.02,487.46,-1.63,1.21,0,276.98,275.77,0,77.52,,4043,530,,,474
2019-01-02T09:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:31:44.838095+00:00,1546419600,IE,468.36,501.01,327.25,409.34,1709.5,0,39.5,851.45,0,2600.45,entsoe.eu,79.79,15.84,84.02,15.98,,,,335,108,,132,1000,134.5,0,113.76,0,43.06,450.16,172.94,9.45,143.47,1488.74,134.77,1.17,0,42.93,,39.5,536,359.54,315.45,493.94,-1.63,1.21,0,276.98,275.76,0.01,100,,4243,530,,,493
2019-01-02T10:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:32:55.936672+00:00,1546423200,IE,474.88,508.76,327.25,402.93,1930,0,43.5,819.48,0,2792.97,entsoe.eu,80.64,15.62,84.8,15.2,,,,341.5,123.5,,133,1053,279,0,104.67,0,41.85,440.92,180.47,24.31,143.41,1530.84,279.26,1.12,0,46.12,,43.5,536,365.08,283.48,474.5,-1.59,1.43,5.83,277.45,276.2,0.01,126.8,,4433,530,,,470
2019-01-02T11:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:31:44.838095+00:00,1546426800,IE,475.03,504.98,327.25,404.58,2081.5,0,26,830.25,0,2937.75,entsoe.eu,80.59,15.83,84.46,15.54,,,,341.5,158,,143.5,1057,381.5,0,105.1,0,41.73,444.08,212.03,29.03,153.07,1540.74,381.75,1.06,0,29.15,,26,536,366.43,294.25,474.1,-1.56,1.74,19.17,278.27,276.72,0.01,132.02,,4532,530,,,407
2019-01-02T12:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:33:05.629046+00:00,1546430400,IE,477.78,507.2,327.25,402.9,2181.5,0,20.5,815.75,0,3017.75,entsoe.eu,81.39,15.16,85.26,14.74,,,,344.5,160,,144,1111,421,1,104.34,0,41.4,436.29,207.59,24.74,156.44,1596.35,421.25,2.11,0,27.25,,20.5,536,369.9,279.75,466.12,-1.5,2.13,37.5,278.98,277.15,0.01,150.65,,4573,530,,,347
2019-01-02T13:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:31:44.838095+00:00,1546434000,IE,478.29,504.77,327.25,407.96,2218.5,0,20,792.23,0,3030.72,entsoe.eu,81.81,14.73,85.35,14.65,,,,343,170.5,,137.5,1159.5,407,1,104.83,0,40.87,435.94,212.05,17.94,151.22,1634.24,407.25,2,0,24.38,,20,536,376.86,256.23,473.01,-1.45,2.4,130.83,279.42,277.48,0,142.74,,4574,530,,,319
2019-01-02T14:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:27:55.963706+00:00,1546437600,IE,472.18,493.51,327.25,417.47,2169,0,20.5,791.4,0,2980.9,entsoe.eu,81.41,14.99,84.29,15.71,,,,346,192,,131.5,1208,290.5,1,107.12,0,40.86,443.76,227.76,9.87,143.75,1690.31,290.76,1.99,0,24.7,,20.5,536,386.16,255.4,483.18,-1.44,2.48,124.17,279.57,277.73,0.01,131.53,,4518,530,,,333
2019-01-02T15:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:32:55.936672+00:00,1546441200,IE,471.67,488.94,327.25,426.95,2177,0,22.5,767.98,0,2967.47,entsoe.eu,81.34,15.13,83.88,16.12,,,,346.5,196.5,,135.5,1245,252.5,1,104.58,0,39.16,449.57,225.96,1.82,146.14,1709.79,252.61,1.91,0,35.93,,22.5,536,400.19,231.97,488.78,-1.59,2.24,94.17,279.29,277.76,0.03,145.44,,4508,530,,,348
2019-01-02T16:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:31:44.838095+00:00,1546444800,IE,467.14,481.16,327.25,432.7,2310.5,0,46.5,751.52,0,3108.53,entsoe.eu,80.15,16.69,82.08,17.92,,,,348,229,,147,1318.5,267,1,98.14,0,36.12,456.02,255.75,0.06,159.1,1766.56,267.14,1.9,0,67.73,,46.5,536,406.82,215.53,497.06,-1.56,2.26,76.67,278.57,277.39,0.05,237.07,,4597,530,,,359
2019-01-02T17:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:32:55.936672+00:00,1546448400,IE,466.49,483.37,327.25,438.55,2591.5,0,163.5,750.55,0,3505.55,entsoe.eu,77.73,19.59,78.7,21.3,,,,346.5,276,,147.5,1408,348.5,65,93.99,0,35.02,465.5,303.45,0.03,160.78,1844.79,348.63,66.01,0,187.34,,163.5,536,406.16,214.55,519.48,-1.52,2.33,63.33,278.21,277.15,0.06,365.04,,5032,530,,,372
2019-01-02T18:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:33:05.629046+00:00,1546452000,IE,460.21,475.97,327.25,437.05,2615,0,176,768.67,0,3559.68,entsoe.eu,76.13,21.19,76.69,23.31,,,,342,312.5,,162,1367.5,297.5,133.5,95.48,0,35.68,462.31,342.11,0,176.44,1815.51,297.65,134.5,0,200,,176,536,404.24,232.68,512.62,-1.45,2.43,51.67,278.15,277.1,0.08,267.5,,5138,530,,,386
2019-01-02T19:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:27:56.415400+00:00,1546455600,IE,446.09,455.02,327.25,440.45,2378.5,0,140.5,807.25,0,3326.25,entsoe.eu,75.5,21.49,75.45,24.55,,,,344.5,313,,165,1375,161.5,19.5,100.26,0,36.18,470.72,345.57,0,177.78,1858.21,161.72,20.51,0,155.31,,140.5,536,408.17,271.25,504.24,-1.4,2.49,0,278.15,277.15,0.01,142.6,,4999,530,,,410
2019-01-02T20:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:31:44.838095+00:00,1546459200,IE,443.29,447.45,327.25,438.05,2234.5,0,44,802.17,0,3080.68,entsoe.eu,77.34,19.19,77.6,22.4,,,,346,313.5,,153,1346,75,1,107.16,0,29.76,465.7,347.05,0,164.01,1839.56,75.2,2,0,50.23,,44,536,410.1,266.18,494.33,-1.37,2.52,0,278.19,277.22,0.03,87,,4812,530,,,441
2019-01-02T21:00:00+00:00,2022-02-08T07:20:31.772237+00:00,2022-02-15T01:27:56.415400+00:00,1546462800,IE,441.58,450.28,327.25,420.99,2120,0,25.5,754.52,0,2900.03,entsoe.eu,77.45,18.61,78.47,21.53,,,,347.5,296,,140.5,1284,51,1,114.45,0,26.17,444.74,330.97,0,151.05,1747.84,51.29,2.06,0,31.45,,25.5,536,392.99,218.53,489.68,-1.43,2.46,0,278.21,277.12,0.04,76.98,,4626,530,,,464
2019-01-02T22:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:33:05.629046+00:00,1546466400,IE,426.93,437.55,327.25,404.17,1862.5,0,19,786.42,0,2667.93,entsoe.eu,74.26,20.9,74.7,25.3,,,,341.5,328,,129,1021.5,41.5,1,129.23,0,26.97,418.19,365.7,0,139.72,1518.92,41.84,2.26,0,25.11,,19,536,369.46,250.43,478.46,-1.37,2.52,0,278.25,277.14,0.06,77.52,,4293,530,,,478
2019-01-02T23:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:33:05.629046+00:00,1546470000,IE,413.22,424.31,327.25,389.5,1834.5,0,19,788.55,0,2642.05,entsoe.eu,72.22,22.28,72.57,27.43,,,,323,371.5,,118,985.5,36.5,0,145.12,0,26.9,390.31,414.39,0,128.42,1479.53,36.9,1.42,0,19.05,,19,536,347.86,252.55,477.88,-1.28,2.57,0,278.25,277.17,0.07,71.01,,3986,530,,,493
2019-01-03T00:00:00+00:00,2022-02-08T07:17:21.012786+00:00,2022-02-15T01:27:56.415400+00:00,1546473600,IE,410.79,422.1,,383.07,1811,0,0,738.88,0,2549.88,entsoe.eu,72.01,22.32,72.64,27.36,,,,324.5,384,,111.5,954.5,36.5,0,144.51,0,24.85,383.57,423.49,0,120.89,1414.18,36.92,1.47,0,0,,0,536,343.08,202.88,488.72,-1.21,2.63,0,278.22,277.2,0.09,70.72,,3549,530,,,550
2019-01-03T01:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:33:05.629046+00:00,1546477200,IE,407.48,419.59,,377.65,1705.5,0,0,692.85,0,2398.35,entsoe.eu,70.62,23.52,70.86,29.14,,,,336,393.5,,103.5,836.5,36,0,140.57,0,25.18,383.17,427.23,0,111.71,1272.65,36.41,1.43,0,0,,0,536,340.98,156.85,502.96,-1.14,2.69,0,278.26,277.23,0.02,66.72,,3329,530,,,555
2019-01-03T02:00:00+00:00,2022-02-08T07:20:39.984346+00:00,2022-02-15T01:32:55.936672+00:00,1546480800,IE,407.81,419.95,,381.89,1552,0,0,726.35,0,2278.35,entsoe.eu,69.7,23.95,69.33,30.67,,,,340,374.5,,101.5,700,36,0,144.68,0,24.88,395.04,411.1,0,109.76,1155.06,36.42,1.4,0,0,,0,536,341.05,190.35,496.87,-1.13,2.79,0,278.42,277.34,0.04,66.72,,3063,530,,,562
2019-01-03T03:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:33:05.629046+00:00,1546484400,IE,415.76,430.35,,391.77,1407.5,0,0,856.02,0,2263.53,entsoe.eu,70.44,22.42,69.8,30.2,,,,340.5,323,,102,605,37,0,161.78,0,28.36,419.41,367.89,0,111.16,1135.9,37.47,1.55,0,0,,0,536,340.2,320.02,478.13,-1.18,2.46,0,278.11,277,0.05,62.72,,2897,530,,,576
2019-01-03T04:00:00+00:00,2022-02-08T07:17:15.526544+00:00,2022-02-15T01:27:56.415400+00:00,1546488000,IE,414.53,432.1,,386.83,1400.5,0,0,888.35,0,2288.85,entsoe.eu,70.12,22.42,70.05,29.95,,,,341,317.5,,102,602.5,37.5,0,170.68,0,29.77,425.34,372.01,0,111.47,1140.01,37.96,1.59,0,0,,0,536,334.54,352.35,466.37,-1.17,2.55,0,278.04,276.9,0.07,62.72,,2808,530,,,590
2019-01-03T05:00:00+00:00,2022-02-08T07:17:02.676490+00:00,2022-02-15T01:33:05.629046+00:00,1546491600,IE,414.46,428.47,,388.03,1429.5,0,0,758.17,0,2187.68,entsoe.eu,69.82,23.47,69.64,30.36,,,,341,332,,102,616.5,38,0,146.92,0,26.11,416.14,376.86,0,110.35,1071.37,38.4,1.44,0,0.08,,0,500,340.89,258.18,479.34,-1.16,2.63,0,277.98,276.88,0.08,62.72,,2784,493,,,598
